var_desc,var,var_desc_ewas,Matched Unit,Unit Type,ID,Test Name,Specimen,Cell Type,Low CU,High CU,Conventional Units,Low SI,High SI,SI Units,Effect,Test Method Type,Gender,Age_group,Testing time,Tests Anatomical Position,Blood level,Infection Type,Other conditions,Source,Comments
Reader 2 hand derm forearm/hands,DEX2HDFH,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 hand dermatitis present palms,DEX2HDPM,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis present anterior legs,DEX2PSAL,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis present back,DEX2PSBK,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis confidence,DEX2PSCF,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis present forearm/hands,DEX2PSFH,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis present posterior leg,DEX2PSPL,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 2 psoriasis present palms,DEX2PSPM,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 condition require follow-up,DEX6CRFU,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 Fitzpatrick Skin Type,DEX6FITZ,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 hand dermatitis confidence,DEX6HDCF,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 hand dermatitis forearms/hands,DEX6HDFH,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 hand dermatitis present palms,DEX6HDPM,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis anterior legs,DEX6PSAL,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis present back,DEX6PSBK,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis confidence,DEX6PSCF,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis present forearm/hands,DEX6PSFH,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis posterior legs,DEX6PSPL,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reader 6 psoriasis present palms,DEX6PSPM,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Status of MEC Exam,MXAEXSTS,dermatology, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age when first told you had diabetes,DIQ040G,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Number of years of age,DIQ040Q,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How long taking insulin,DIQ060G,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Number of mos/yrs taking insulin,DIQ060Q,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Ulcer/sore not healed within 4 weeks,DIQ090,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Numbness in hands/feet-past 3 mos,DIQ100,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
"Numbness in hands, feet or both",DIQ110,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Pain/tingling in hands/feet - past 3 mos,DIQ120,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
"Pain/tingling in hands,feet or both",DIQ130,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Pain in either leg while walking,DIQ140,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Pain in calf or calves,DIQ150,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age when first told you had diabetes,DID040G,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Number of years of age,DID040Q,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How long taking insulin,DID060G,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Number of mos/yrs taking insulin,DID060Q,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Number of mons/yrs taking insulin,DID060Q,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Language SP/Proxy used mostly,DR1LANG,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Language SP/Proxy used mostly,DR2LANG,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Total plain water drank yesterday (gm),DRD320GW,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Total home tap water drank yesterday(gm),DRD330GW,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Clams eaten during past 30 days,DRD350A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Crabs eaten during past 30 days,DRD350B,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Crayfish eaten during past 30 days,DRD350C,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Lobsters eaten during past 30 days,DRD350D,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mussels eaten during past 30 days,DRD350E,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Oysters eaten during past 30 days,DRD350F,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Scallops eaten during past 30 days,DRD350G,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Shrimp eaten during past 30 days,DRD350H,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Other shellfish eaten past 30 days,DRD350I,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Other unknown shellfish eaten past 30 d,DRD350J,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Refused,DRD350K,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Breaded fish products eaten past 30 days,DRD370A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Tuna eaten during past 30 days,DRD370B,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Bass eaten during past 30 days,DRD370C,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Catfish eaten during past 30 days,DRD370D,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Cod eaten during past 30 days,DRD370E,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Flatfish eaten during past 30 days,DRD370F,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Haddock eaten during past 30 days,DRD370G,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mackerel eaten during past 30 days,DRD370H,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Perch eaten during past 30 days,DRD370I,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Pike eaten during past 30 days,DRD370J,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Pollock eaten during past 30 days,DRD370K,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Porgy eaten during past 30 days,DRD370L,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Salmon eaten during past 30 days,DRD370M,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Sardines eaten during past 30 days,DRD370N,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Sea bass eaten during past 30 days,DRD370O,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Shark eaten during past 30 days,DRD370P,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Swordfish eaten during past 30 days,DRD370Q,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Trout eaten during past 30 days,DRD370R,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Walleye eaten during past 30 days,DRD370S,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Other fish eaten during past 30 days,DRD370T,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Other unknown fish eaten in past 30 days,DRD370U,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Refused,DRD370V,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Assigned mode of interview,DRDAINMD,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Intake day of the week,DRDDAY,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Dietary recall status,DRDDRSTS,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Interviewer ID code (sequential #),DRDEXMER,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mode of interview,DRDINTMD,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Salt adjustment flag,DRDTSODF,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Sodium (mg),DRDTSODI,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Compare food consumed yesterday to usual,DRQ300,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Shellfish eaten during past 30 days,DRQ340,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times clams eaten in past 30 days,DRQ350AQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times crabs eaten in past 30 days,DRQ350BQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times crayfish eaten in past 30 days,DRQ350CQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times lobsters eaten in past 30 days,DRQ350DQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times mussels eaten in past 30 days,DRQ350EQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times oysters eaten in past 30 days,DRQ350FQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times scallops eaten in past 30 days,DRQ350GQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times shrimp eaten in past 30 days,DRQ350HQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times other shellfish eaten,DRQ350IQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times other unknown shellfish eaten,DRQ350JQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Fish eaten during past 30 days,DRQ360,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times breaded fish products eaten,DRQ370AQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times tuna eaten in past 30 days,DRQ370BQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times bass eaten in past 30 days,DRQ370CQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times catfish eaten in past 30 days,DRQ370DQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times cod eaten in past 30 days,DRQ370EQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times flatfish eaten in past 30 days,DRQ370FQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times haddock eaten in past 30 days,DRQ370GQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times mackerel eaten in past 30 days,DRQ370HQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times perch eaten in past 30 days,DRQ370IQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times pike eaten in past 30 days,DRQ370JQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times pollock eaten in past 30 days,DRQ370KQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times porgy eaten in past 30 days,DRQ370LQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times salmon eaten in past 30 days,DRQ370MQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times sardines eaten in past 30 days,DRQ370NQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times sea bass eaten in past 30 days,DRQ370OQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times shark eaten in past 30 days,DRQ370PQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times swordfish eaten past 30 days,DRQ370QQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times trout eaten in past 30 days,DRQ370RQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times walleye eaten in past 30 days,DRQ370SQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times other fish eaten past 30 days,DRQ370TQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Num times other unknown fish eaten,DRQ370UQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Compare food consumed yesterday to usual,DRD300,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Total tap water drank yesterday(gm),DRD330GW,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Shellfish eaten during past 30 days,DRD340,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times clams eaten in past 30 days,DRD350AQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times crabs eaten in past 30 days,DRD350BQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times crayfish eaten past 30 days,DRD350CQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times lobsters eaten past 30 days Intakes,DRD350DQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times mussels eaten in past 30 days,DRD350EQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times oysters eaten in past 30 days,DRD350FQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times scallops eaten past 30 days,DRD350GQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times shrimp eaten in past 30 days,DRD350HQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times other shellfish eaten,DRD350IQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times other unknown shellfish eaten,DRD350JQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Refused on shellfish eaten past 30 days,DRD350K,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Fish eaten during past 30 days,DRD360,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times breaded fish products eaten,DRD370AQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times tuna eaten in past 30 days,DRD370BQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times bass eaten in past 30 days,DRD370CQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times catfish eaten in past 30 days,DRD370DQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times cod eaten in past 30 days,DRD370EQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times flatfish eaten past 30 days,DRD370FQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times haddock eaten in past 30 days,DRD370GQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mackerel eaten during past 30 days Intakes,DRD370H,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times mackerel eaten past 30 days,DRD370HQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times perch eaten in past 30 days,DRD370IQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times pike eaten in past 30 days,DRD370JQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times pollock eaten in past 30 days,DRD370KQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times porgy eaten in past 30 days,DRD370LQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times salmon eaten in past 30 days,DRD370MQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times sardines eaten past 30 days,DRD370NQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times sea bass eaten past 30 days,DRD370OQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times shark eaten in past 30 days,DRD370PQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times swordfish eaten past 30 days,DRD370QQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times trout eaten in past 30 days,DRD370RQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times walleye eaten in past 30 days,DRD370SQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times other fish eaten past 30 days,DRD370TQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times other unknown fish eaten,DRD370UQ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Refused on fish eaten past 30 days,DRD370V,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Plain carbonated water (gm),DRDCWATR,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Dietary recall status,DRDDRSTZ,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Interviewer ID code,DRDEXMER,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Main respondent for the interview,DRDRESP,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Ever attend day care or preschool,ECD100,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now attend day care or preschool,ECD110,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mother's age when born,ECQ010,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Hours spent away from home/weekday day,ECQ130,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Hours spent away from home/weekend day,ECQ140,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Ever attend day care or preschool,ECQ100,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now attend day care or preschool,ECQ110,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Mothers age when born,ECD010,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How do you consider your weight,WHQ030E,early childhood, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.7A What kind of milk did you drink?,FFQ0007A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.9 Did you drink soft drinks? Questionnaire Responses,FFQ0009,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.14C What kind of milk was added?,FFQ0014C,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.23A Did you eat melons in season? Questionnaire Responses,FFQ0023A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.42A Fresh tomatoes eaten in Questionnaire Responses season?,FFQ0042A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.44 Did you eat lettuce salads?,FFQ0044,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.63A Did you eat spaghetti sauce? Questionnaire Responses,FFQ0063A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.68 Did you eat peanut butter?,FFQ0068,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.83 Did you eat chicken in mixtures? Questionnaire Responses,FFQ0083,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.84B Did you eat white meat?,FFQ0084B,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.99 Did you eat crackers? Questionnaire Responses,FFQ0099,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.122A Did you eat egg substitutes? Questionnaire Responses,FFQ0122A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.137A Was cream cheese low-fat? Questionnaire Responses,FFQ0137A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of missing raw frequency responses,FFQ_MISS,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Q.23A Did you eat melons in season?,FFQ0023A,food recall, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Adult food security category,ADFDSEC,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Child food security category,CHFDSEC,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Food adequacy indicator,FSD010,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Household WIC received,FSD160,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
No. people in HH authorized for fd stmps,FSD170N,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Authorized for fd stmps in last 12 mos,FSD180,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
No. mos authorized in last 12 mos,FSD190,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Currently authorized for fd stmps,FSD200,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Child received WIC in past 12 months,FSD655,demographics, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
